,2330.TW,TWD,TAIEX,SOX,TAIBOR,DIJA
2015/10/30,136.50,32.44,8554.31,662.52,0.39,17663.54
2015/11/2,137.50,32.43,8614.77,668.53,0.39,17828.76
2015/11/3,139.50,32.43,8713.19,671.69,0.39,17918.15
2015/11/4,144.50,32.42,8857.02,673.48,0.40,17867.58
2015/11/5,142.50,32.45,8850.18,659.36,0.40,17863.43
2015/11/6,140.00,32.72,8693.57,676.47,0.39,17910.33
2015/11/9,142.00,32.74,8642.48,669.94,0.39,17730.48
2015/11/10,139.50,32.74,8536.90,657.96,0.39,17758.21
2015/11/11,137.50,32.65,8415.01,658.28,0.39,17702.22
2015/11/12,138.50,32.69,8428.09,649.77,0.39,17448.07
2015/11/13,136.00,32.84,8329.50,643.71,0.39,17245.24
2015/11/16,135.00,32.79,8295.40,652.03,0.39,17483.01
2015/11/17,138.50,32.78,8419.42,655.82,0.39,17489.50
2015/11/18,137.00,32.78,8340.47,662.14,0.39,17737.16
2015/11/19,140.50,32.47,8477.20,663.63,0.39,17732.75
2015/11/20,141.00,32.50,8465.45,665.76,0.39,17823.81
2015/11/23,141.00,32.63,8485.73,657.18,0.39,17792.68
2015/11/24,139.50,32.45,8400.14,665.61,0.39,17812.19
2015/11/25,141.00,32.50,8386.13,666.09,0.39,17813.39
2015/11/26,142.50,32.52,8484.90,670.51,0.39,17798.49
2015/11/27,139.00,32.70,8398.40,670.51,0.39,17798.49
2015/11/30,139.00,32.69,8320.61,677.14,0.39,17719.92
2015/12/1,142.50,32.61,8463.30,686.52,0.39,17888.35
2015/12/2,142.50,32.79,8457.40,682.69,0.39,17729.68
2015/12/3,142.50,32.71,8456.06,678.72,0.39,17477.67
2015/12/4,140.50,32.73,8398.60,691.49,0.39,17847.63
2015/12/7,143.50,32.89,8454.27,684.86,0.39,17730.51
2015/12/8,142.50,32.92,8343.86,679.03,0.39,17568.00
2015/12/9,140.50,32.87,8229.62,670.29,0.38,17492.30
2015/12/10,141.00,32.73,8216.17,674.23,0.38,17574.75
2015/12/11,139.50,33.04,8115.89,660.78,0.38,17265.21
2015/12/14,139.00,32.88,8040.16,656.49,0.38,17368.50
2015/12/15,138.00,32.74,8073.35,666.47,0.38,17524.91
2015/12/16,143.50,32.74,8184.66,671.70,0.38,17749.09
2015/12/17,145.00,32.99,8319.67,661.71,0.38,17495.84
2015/12/18,142.00,32.90,8257.32,653.72,0.34,17128.55
2015/12/21,141.50,32.89,8282.17,666.13,0.33,17251.62
2015/12/22,142.00,32.84,8292.74,667.11,0.33,17417.27
2015/12/23,141.50,32.81,8315.70,671.78,0.33,17602.61
2015/12/24,142.00,32.78,8324.36,674.39,0.33,17552.17
2015/12/25,143.00,32.77,8363.28,671.75,0.33,17528.27
2015/12/28,143.50,32.73,8358.49,671.75,0.33,17528.27
2015/12/29,142.00,32.82,8293.91,679.78,0.33,17720.98
2015/12/30,142.50,32.98,8279.99,673.08,0.33,17603.87
2015/12/31,143.00,32.82,8338.06,663.48,0.33,17425.03
2016/1/4,139.50,33.11,8114.26,656.28,0.33,17148.94
2016/1/5,138.00,33.14,8075.11,649.47,0.32,17158.66
2016/1/6,135.50,33.26,7990.39,631.20,0.32,16906.51
2016/1/7,133.00,33.24,7852.06,610.25,0.32,16514.10
2016/1/8,134.00,33.32,7893.97,600.48,0.32,16346.45
2016/1/11,133.00,33.30,7788.42,603.55,0.32,16398.57
2016/1/12,133.00,33.38,7768.45,608.56,0.32,16516.22
2016/1/13,133.50,33.36,7824.61,589.48,0.32,16151.41
2016/1/14,131.50,33.41,7742.88,601.57,0.32,16379.05
2016/1/15,137.00,33.48,7762.01,574.29,0.32,15988.08
2016/1/18,137.00,33.61,7811.18,575.18,0.32,16016.02
2016/1/19,138.00,33.61,7854.88,575.18,0.32,16016.02
2016/1/20,134.50,33.72,7699.12,578.94,0.32,15766.74
2016/1/21,135.00,33.61,7664.01,587.56,0.32,15882.68
2016/1/22,138.50,33.47,7756.18,598.42,0.32,16093.51
2016/1/25,139.50,33.52,7894.15,589.81,0.32,15885.22
2016/1/26,137.50,33.53,7828.67,595.86,0.32,16167.23
2016/1/27,139.50,33.59,7849.83,588.68,0.32,15944.46
2016/1/28,140.00,33.56,7905.10,586.85,0.32,16069.64
2016/1/29,143.00,33.48,8080.60,613.68,0.32,16466.30
2016/1/30,142.00,33.37,8145.21,616.60,0.32,16449.18
2016/2/1,144.00,33.37,8156.96,616.60,0.32,16449.18
2016/2/2,142.50,33.46,8131.24,595.70,0.32,16153.54
2016/2/3,146.00,33.31,8063.00,597.11,0.32,16336.66
2016/2/15,145.00,33.09,8066.51,591.93,0.31,16196.41
2016/2/16,147.50,33.22,8212.07,591.93,0.32,16196.41
2016/2/17,148.00,33.29,8214.25,606.05,0.32,16453.83
2016/2/18,151.00,33.25,8314.67,602.52,0.32,16413.43
2016/2/19,151.00,33.21,8325.04,605.46,0.32,16391.99
2016/2/22,151.00,33.18,8326.68,615.00,0.32,16620.66
2016/2/23,149.50,33.25,8334.64,604.87,0.32,16431.78
2016/2/24,148.00,33.27,8282.86,613.34,0.32,16484.99
2016/2/25,150.50,33.25,8365.86,621.07,0.32,16697.29
2016/2/26,149.00,33.29,8411.16,624.65,0.31,16639.97
2016/3/1,152.00,33.02,8485.69,639.90,0.32,16865.08
2016/3/2,153.00,33.08,8544.05,643.31,0.31,16899.32
2016/3/3,154.00,32.86,8611.79,643.89,0.31,16943.90
2016/3/4,152.50,32.50,8643.55,650.62,0.31,17006.77
2016/3/7,152.00,32.62,8659.55,652.68,0.31,17073.95
2016/3/8,152.00,32.78,8664.31,638.01,0.31,16964.10
2016/3/9,153.00,32.81,8634.11,643.27,0.31,17000.36
2016/3/10,154.50,32.88,8660.70,646.58,0.31,16995.13
2016/3/11,155.00,32.66,8706.14,659.14,0.31,17213.31
2016/3/14,156.00,32.67,8747.90,656.35,0.31,17229.13
2016/3/15,154.50,32.79,8611.18,655.41,0.31,17251.53
2016/3/16,156.00,32.48,8699.14,661.19,0.31,17325.76
2016/3/17,158.50,32.31,8734.54,665.95,0.31,17481.49
2016/3/18,159.50,32.32,8810.71,675.03,0.31,17602.30
2016/3/21,160.00,32.37,8812.70,675.96,0.31,17623.87
2016/3/22,158.50,32.33,8785.68,675.30,0.31,17582.57
2016/3/23,159.50,32.51,8766.09,666.46,0.31,17502.59
2016/3/24,158.50,32.57,8743.38,666.14,0.31,17515.73
2016/3/25,158.00,32.51,8704.97,665.21,0.28,17535.39
2016/3/28,159.00,32.60,8690.45,665.21,0.28,17535.39
2016/3/29,159.00,32.36,8617.35,674.14,0.27,17633.11
2016/3/30,161.50,32.14,8737.04,680.79,0.28,17716.66
2016/3/31,162.00,32.20,8744.83,676.89,0.28,17685.09
2016/4/1,158.50,32.28,8657.55,681.59,0.28,17792.75
2016/4/6,153.50,32.41,8513.30,678.21,0.28,17716.05
2016/4/7,154.50,32.44,8490.25,667.46,0.28,17541.96
2016/4/8,157.50,32.42,8541.50,671.31,0.27,17576.96
2016/4/11,158.50,32.37,8562.59,670.60,0.28,17556.41
2016/4/12,158.50,32.32,8531.18,669.74,0.28,17721.25
2016/4/13,161.50,32.38,8652.08,685.15,0.28,17908.28
2016/4/14,161.50,32.42,8667.71,679.28,0.28,17926.43
2016/4/15,159.50,32.30,8700.39,673.49,0.28,17897.46
2016/4/18,158.00,32.31,8666.01,673.96,0.28,18004.16
2016/4/19,157.50,32.17,8633.72,665.61,0.28,18053.60
2016/4/20,154.00,32.24,8514.48,672.15,0.28,18096.27
